text,index,subset,tlabel
"in his u . s . debut , mr . schnitzler proves himself a deft pace master and stylist . ",3390,train,1
a flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds . ,3391,train,1
one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals . . . a psychological masterpiece . ,3392,train,1
"y tu mamá también is hilariously , gloriously alive , and quite often hotter than georgia asphalt . ",3393,train,1
the most ingenious film comedy since being john malkovich . ,3394,train,1
"sheds light on a subject few are familiar with , and makes you care about music you may not have heard before . ",3395,train,1
"it proves quite compelling as an intense , brooding character study . ",3396,train,1
"like the best of godard's movies . . . it is visually ravishing , penetrating , impenetrable . ",3397,train,1
"the film fearlessly gets under the skin of the people involved . . . this makes it not only a detailed historical document , but an engaging and moving portrait of a subculture . ",3398,train,1
serious and thoughtful . ,3399,train,1
"it is a kickass , dense sci-fi action thriller hybrid that delivers and then some . i haven't seen one in so long , no wonder i didn't recognize it at first . ",3400,train,1
"although what time offers tsai's usual style and themes , it has a more colorful , more playful tone than his other films . ",3401,train,1
old-form moviemaking at its best . ,3402,train,1
[d]oesn't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . ,3403,train,1
"an elegant work , food of love is as consistently engaging as it is revealing . ",3404,train,1
"as any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death . on that score , the film certainly doesn't disappoint . ",3405,train,1
"the reason to see "" sade "" lay with the chemistry and complex relationship between the marquis ( auteil ) and emilie ( le besco ) . ",3406,train,1
you live the mood rather than savour the story . ,3407,train,1
"one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning . ",3408,train,1
a solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy . ,3409,train,1
it will delight newcomers to the story and those who know it from bygone days . ,3410,train,1
a solid and refined piece of moviemaking imbued with passion and attitude . ,3411,train,1
"if you can push on through the slow spots , you'll be rewarded with some fine acting . ",3412,train,1
a marvelous performance by allison lohman as an identity-seeking foster child . ,3413,train,1
"the attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way . ",3414,train,1
"sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man's ruin may be another's fortune . ",3415,train,1
"murder by numbers' isn't a great movie , but it's a perfectly acceptable widget . ",3416,train,1
an effortlessly accomplished and richly resonant work . ,3417,train,1
"extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten . ",3418,train,1
one of [herzog's] least inspired works . ,3419,train,1
a very charming and funny movie . ,3420,train,1
"maud and roland's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy . ",3421,train,1
gives everyone something to shout about . ,3422,train,1
"at its best , the good girl is a refreshingly adult take on adultery . . . ",3423,train,1
hard to resist . ,3424,train,1
"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world . ",3425,train,1
"this is a visually stunning rumination on love , memory , history and the war between art and commerce . ",3426,train,1
what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant . ,3427,train,1
"both grant and hoult carry the movie because they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others . ",3428,train,1
"insomnia is involving . still , i thought it could have been more . ",3429,train,1
the hot topics of the plot are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty . ,3430,train,1
"as weber and weissman demonstrate with such insight and celebratory verve , the cockettes weren't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create . ",3431,train,1
"you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid . ",3432,train,1
the performances are an absolute joy . ,3433,train,1
"tully is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience . ",3434,train,1
"land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored . ",3435,train,1
a documentary to make the stones weep -- as shameful as it is scary . ,3436,train,1
"parts of the film feel a bit too much like an infomercial for ram dass's latest book aimed at the boomer demographic . but mostly it's a work that , with humor , warmth , and intelligence , captures a life interestingly lived . ",3437,train,1
"old people will love this movie , and i mean that in the nicest possible way : last orders will touch the heart of anyone old enough to have earned a 50-year friendship . ",3438,train,1
the plot twists give i am trying to break your heart an attraction it desperately needed . ,3439,train,1
"it's a talking head documentary , but a great one . ",3440,train,1
happily stays close to the ground in a spare and simple manner and doesn't pummel us with phony imagery or music . ,3441,train,1
"'compleja e intelectualmente retadora , el ladrón de orquídeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '",3442,train,1
"in capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st . ",3443,train,1
it trusts the story it sets out to tell . ,3444,train,1
"a smart , steamy mix of road movie , coming-of-age story and political satire . ",3445,train,1
"it's full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s . ",3446,train,1
"whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment . ",3447,train,1
"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie . ",3448,train,1
it's about issues most adults have to face in marriage and i think that's what i liked about it -- the real issues tucked between the silly and crude storyline . ,3449,train,1
" . . . a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor . ",3450,train,1
cube's charisma and chemistry compensate for corniness and cliche . ,3451,train,1
"the performances are strong , though the subject matter demands acting that borders on hammy at times . ",3452,train,1
it's a fun adventure movie for kids ( of all ages ) that like adventure . ,3453,train,1
"my little eye is the best little "" horror "" movie i've seen in years . ",3454,train,1
"kids five and up will be delighted with the fast , funny , and even touching story . parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults . ",3455,train,1
"the gorgeously elaborate continuation of "" the lord of the rings "" trilogy is so huge that a column of words cannot adequately describe co-writer/director peter jackson's expanded vision of j . r . r . tolkien's middle-earth . ",3456,train,1
"a perverse little truffle , dainty psychological terror on the outside with a creamy filling of familial jealousy and unrepentant domestic psychopathy . ",3457,train,1
"there is a real subject here , and it is handled with intelligence and care . ",3458,train,1
high crimes steals so freely from other movies and combines enough disparate types of films that it can't help but engage an audience . ,3459,train,1
"a disoriented but occasionally disarming saga packed with moments out of an alice in wonderland adventure , a stalker thriller , and a condensed season of tv's big brother . ",3460,train,1
manages to be wholesome and subversive at the same time . ,3461,train,1
"ou've got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane . ",3462,train,1
"the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime . ",3463,train,1
" "" me without you "" is a probing examination of a female friendship set against a few dynamic decades . ",3464,train,1
"compared to his series of spectacular belly flops both on and off the screen , runteldat is something of a triumph . ",3465,train,1
" . . . it's as comprehensible as any dummies guide , something even non-techies can enjoy . ",3466,train,1
"it's burns' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown . ",3467,train,1
 . . . a powerful sequel and one of the best films of the year . ,3468,train,1
"while the glass slipper doesn't quite fit , pumpkin is definitely a unique modern fairytale . ",3469,train,1
the saturation bombing of reggio's images and glass' evocative music . . . ultimately leaves viewers with the task of divining meaning . ,3470,train,1
richard gere and diane lane put in fine performances as does french actor oliver martinez . ,3471,train,1
"this may be dover kosashvili's feature directing debut , but it looks an awful lot like life -- gritty , awkward and ironic . ",3472,train,1
australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place . ,3473,train,1
"director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of french new wave films . ",3474,train,1
"a moving essay about the specter of death , especially suicide . ",3475,train,1
"an energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching ( or turntablism ) in particular . ",3476,train,1
"often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed . ",3477,train,1
"saved from being merely way-cool by a basic , credible compassion . ",3478,train,1
"tense , terrific , sweaty-palmed fun . ",3479,train,1
"what eric schaeffer has accomplished with never again may not , strictly speaking , qualify as revolutionary . but it's defiantly and delightfully against the grain . ",3480,train,1
richly entertaining and suggestive of any number of metaphorical readings . ,3481,train,1
"y tu mamá también es un buen filme gracias a lo poco convencional de su narrativa , y es quizá el proyecto más arriesgado en la carrera de alfonso cuarón",3482,train,1
a winning piece of work filled with love for the movies of the 1960s . ,3483,train,1
those who want to be jolted out of their gourd should drop everything and run to ichi . ,3484,train,1
"byler is too savvy a filmmaker to let this morph into a typical romantic triangle . instead , he focuses on the anguish that can develop when one mulls leaving the familiar to traverse uncharted ground . ",3485,train,1
"lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery . ",3486,train,1
schnitzler does a fine job contrasting the sleekness of the film's present with the playful paranoia of the film's past . ,3487,train,1
" . . . even if you've never heard of chaplin , you'll still be glued to the screen . ",3488,train,1
"children may not understand everything that happens -- i'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted . ",3489,train,1
"merely as a technical , logistical feat , russian ark marks a cinematic milestone . ",3490,train,1
a haunting tale of murder and mayhem . ,3491,train,1
the film is impressive for the sights and sounds of the wondrous beats the world has to offer . ,3492,train,1
grainy photography mars an otherwise delightful comedy of errors . ,3493,train,1
both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes . ,3494,train,1
"it's a fine , old-fashioned-movie movie , which is to say it's unburdened by pretensions to great artistic significance . ",3495,train,1
"looking aristocratic , luminous yet careworn in jane hamilton's exemplary costumes , rampling gives a performance that could not be improved upon . ",3496,train,1
despite its flaws . . . belinsky is still able to create an engaging story that keeps you guessing at almost every turn . ,3497,train,1
"if a big musical number like 'praise the lord , he's the god of second chances' doesn't put you off , this will be an enjoyable choice for younger kids . ",3498,train,1
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness . ,3499,train,1
[ferrera] has the charisma of a young woman who knows how to hold the screen . ,3500,train,1
"not only is undercover brother as funny , if not more so , than both austin powers films , but it's also one of the smarter , savvier spoofs to come along in some time . ",3501,train,1
gondry's direction is adequate . . . but what gives human nature its unique feel is kaufman's script . ,3502,train,1
"director todd solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates . ",3503,train,1
"by no means a great movie , but it is a refreshingly forthright one . ",3504,train,1
"if you're part of her targeted audience , you'll cheer . otherwise , maybe . ",3505,train,1
"a thriller whose style , structure and rhythms are so integrated with the story , you cannot separate them . ",3506,train,1
full frontal is the antidote for soderbergh fans who think he's gone too commercial since his two oscar nominated films in 2000,3507,train,1
'easily my choice for one of the year's best films . ',3508,train,1
this harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked . ,3509,train,1
director rob marshall went out gunning to make a great one . ,3510,train,1
"though frodo's quest remains unfulfilled , a hardy group of determined new zealanders has proved its creative mettle . ",3511,train,1
"writer-director david jacobson and his star , jeremy renner , have made a remarkable film that explores the monster's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted . ",3512,train,1
"a worthwhile documentary , whether you're into rap or not , even if it may still leave you wanting more answers as the credits roll . ",3513,train,1
"if s&m seems like a strange route to true love , maybe it is , but it's to this film's ( and its makers' ) credit that we believe that that's exactly what these two people need to find each other -- and themselves . ",3514,train,1
steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate manhattan denizens--especially the a * * holes . ,3515,train,1
entertaining despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together . ,3516,train,1
stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens . ,3517,train,1
"even if you're an agnostic carnivore , you can enjoy much of jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced monty pythonesque flavor . ",3518,train,1
"it's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet i found it weirdly appealing . ",3519,train,1
kids should have a stirring time at this beautifully drawn movie . and adults will at least have a dream image of the west to savor whenever the film's lamer instincts are in the saddle . ,3520,train,1
a hypnotic cyber hymn and a cruel story of youth culture . ,3521,train,1
a small movie with a big heart . ,3522,train,1
"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same . ",3523,train,1
"standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow . ",3524,train,1
"faithful without being forceful , sad without being shrill , "" a walk to remember "" succeeds through sincerity . ",3525,train,1
"the climactic events are so well realized that you may forget all about the original conflict , just like the movie does",3526,train,1
"a graceful , moving tribute to the courage of new york's finest and a nicely understated expression of the grief shared by the nation at their sacrifice . ",3527,train,1
[an] hilarious romantic comedy . ,3528,train,1
any movie that makes hard work seem heroic deserves a look . ,3529,train,1
"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm . ",3530,train,1
"thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began . ",3531,train,1
"the whole is quite entertaining , but despite its virtues , there is an unsettled feeling to the film . ",3532,train,1
jackson is always watchable . ,3533,train,1
"a mostly intelligent , engrossing and psychologically resonant suspenser . ",3534,train,1
"smith examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country . ",3535,train,1
"it takes this never-ending confusion and hatred , puts a human face on it , evokes shame among all who are party to it and even promotes understanding . ",3536,train,1
writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear . ,3537,train,1
"hip-hop has a history , and it's a metaphor for this love story . ",3538,train,1
demonstrates a vivid imagination and an impressive style that result in some terrific setpieces . ,3539,train,1
"it may seem long at 110 minutes if you're not a fan , because it includes segments of 12 songs at a reunion concert . ",3540,train,1
the banter between calvin and his fellow barbers feels like a streetwise mclaughlin group . . . and never fails to entertain . ,3541,train,1
"family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking . ",3542,train,1
" . . . gripping and handsome execution , ( but ) there isn't much about k-19 that's unique or memorable . ",3543,train,1
"hatosy . . . portrays young brendan with his usual intelligence and subtlety , not to mention a convincing brogue . ",3544,train,1
" . . . a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920's . . . the film's ending has a "" what was it all for ? "" feeling to it , but like the 1920's , the trip there is a great deal of fun . ",3545,train,1
"this movie has a strong message about never giving up on a loved one , but it's not an easy movie to watch and will probably disturb many who see it . ",3546,train,1
tres greek writer and star nia vardalos has crafted here a worldly-wise and very funny script . ,3547,train,1
i just loved every minute of this film . ,3548,train,1
"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one . ",3549,train,1
there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way . ,3550,train,1
"an offbeat , sometimes gross and surprisingly appealing animated film about the true meaning of the holidays . ",3551,train,1
an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to . ,3552,train,1
tackles the difficult subject of grief and loss with such life-embracing spirit that the theme doesn't drag an audience down . ,3553,train,1
the colorful masseur wastes its time on mood rather than riding with the inherent absurdity of ganesh's rise up the social ladder . ,3554,train,0
it's the humanizing stuff that will probably sink the film for anyone who doesn't think about percentages all day long . ,3555,train,0
"a so-so , made-for-tv something posing as a real movie . ",3556,train,0
a movie to forget,3557,train,0
"its and pieces of the hot chick are so hilarious , and schneider's performance is so fine , it's a real shame that so much of the movie -- again , as in the animal -- is a slapdash mess . ",3558,train,0
a bold ( and lovely ) experiment that will almost certainly bore most audiences into their own brightly colored dreams . ,3559,train,0
"[lin chung's] voice is rather unexceptional , even irritating ( at least to this western ear ) , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters . ",3560,train,0
an opportunity missed . ,3561,train,0
a well-crafted letdown . ,3562,train,0
"even on its own ludicrous terms , the sum of all fears generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series . ",3563,train,0
"if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it . fortunately , you still have that option . ",3564,train,0
 . . . the film suffers from a lack of humor ( something needed to balance out the violence ) . . . ,3565,train,0
the actors must indeed be good to recite some of this laughable dialogue with a straight face . ,3566,train,0
"though catch me if you can isn't badly made , the fun slowly leaks out of the movie . ",3567,train,0
plays less like a coming-of-age romance than an infomercial . ,3568,train,0
"there's a delightfully quirky movie to be made from curling , but brooms isn't it . ",3569,train,0
slackers' jokey approach to college education is disappointingly simplistic -- the film's biggest problem -- and there are no unforgettably stupid stunts or uproariously rude lines of dialogue to remember it by . ,3570,train,0
"director brian levant , who never strays far from his sitcom roots , skates blithely from one implausible situation to another , pausing only to tie up loose ends with more bows than you'll find on a french poodle . ",3571,train,0
"writhing under dialogue like 'you're from two different worlds' and 'tonight the maid is a lie and this , this is who you are , ' this schlock-filled fairy tale hits new depths of unoriginality and predictability . ",3572,train,0
"i like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material , but they're treading water at best in this forgettable effort . ",3573,train,0
gets better after foster leaves that little room . ,3574,train,0
the emotional overload of female angst irreparably drags the film down . ,3575,train,0
the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,3576,train,0
"it wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy . ",3577,train,0
cacoyannis is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility . ,3578,train,0
"perry's good and his is an interesting character , but "" serving sara "" hasn't much more to serve than silly fluff . nor is it a romantic comedy . ",3579,train,0
"for single digits kidlets stuart little 2 is still a no brainer . if you're looking to rekindle the magic of the first film , you'll need a stronger stomach than us . ",3580,train,0
"the star who helped give a spark to "" chasing amy "" and "" changing lanes "" falls flat as thinking man cia agent jack ryan in this summer's new action film , "" the sum of all fears . "" ",3581,train,0
"the doofus-on- the-loose banter of welcome to collinwood has a cocky , after-hours loopiness to it . and as with most late-night bull sessions , eventually the content isn't nearly as captivating as the rowdy participants think it is . ",3582,train,0
"it's also curious to note that this film , like the similarly ill-timed antitrust , is easily as bad at a fraction the budget . ",3583,train,0
" . . . plays like a badly edited , 91-minute trailer ( and ) the director can't seem to get a coherent rhythm going . in fact , it doesn't even seem like she tried . ",3584,train,0
"louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother hoffman's script stumbles over a late-inning twist that just doesn't make sense . ",3585,train,0
it's impossible to indulge the fanciful daydreams of janice beard ( eileen walsh ) when her real-life persona is so charmless and vacant . ,3586,train,0
"[it's] difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view . ",3587,train,0
horrid little propaganda film with fascinating connections not only to the serbs themselves but also to a network of american right-wing extremists . ,3588,train,0
whether jason x is this bad on purpose is never clear . but one thing's for sure : it never comes close to being either funny or scary . ,3589,train,0
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,3590,train,0
"there's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces . ",3591,train,0
every good actor needs to do his or her own hamlet . for benigni it wasn't shakespeare whom he wanted to define his career with but pinocchio . it might as well have been problem child iv . ,3592,train,0
don't expect any subtlety from this latest entry in the increasingly threadbare gross-out comedy cycle . ,3593,train,0
director tom shadyac and star kevin costner glumly mishandle the story's promising premise of a physician who needs to heal himself . ,3594,train,0
billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse . ,3595,train,0
"takes a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker . ",3596,train,0
"if you want a movie time trip , the 1960 version is a far smoother ride . ",3597,train,0
"a film which presses familiar herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised . ",3598,train,0
" . . . generically , forgettably pleasant from start to finish . ",3599,train,0
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ",3600,train,0
"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ",3601,train,0
"sometimes this modest little number clicks , and sometimes it doesn't . ",3602,train,0
"sheridan seems terrified of the book's irreverent energy , and scotches most of its élan , humor , bile , and irony . ",3603,train,0
has all the right elements but completely fails to gel together . ,3604,train,0
the director has injected self-consciousness into the proceedings at every turn . the results are far more alienating than involving . ,3605,train,0
not a stereotype is omitted nor a cliché left unsaid . ,3606,train,0
"bears resemblance to , and shares the weaknesses of , too many recent action-fantasy extravaganzas in which special effects overpower cogent story-telling and visual clarity during the big action sequences . ",3607,train,0
"what's at stake in this film is nothing more than an obsolete , if irritating , notion of class . ",3608,train,0
"feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake . ",3609,train,0
we may never think of band camp as a geeky or nerdy thing again . ,3610,train,0
the kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics . ,3611,train,0
"everybody loves a david and goliath story , and this one is told almost entirely from david's point of view . ",3612,train,0
the movie bounces all over the map . ,3613,train,0
"hill looks to be going through the motions , beginning with the pale script . ",3614,train,0
you wonder why enough wasn't just a music video rather than a full-length movie . ,3615,train,0
"[garbus] discards the potential for pathological study , exhuming instead , the skewed melodrama of the circumstantial situation . ",3616,train,0
"there's nothing exactly wrong here , but there's not nearly enough that's right . ",3617,train,0
"none of this so-called satire has any sting to it , as if woody is afraid of biting the hand that has finally , to some extent , warmed up to him . ",3618,train,0
"everything's serious , poetic , earnest and -- sadly -- dull . ",3619,train,0
the film's maudlin focus on the young woman's infirmity and her naive dreams play like the worst kind of hollywood heart-string plucking . ,3620,train,0
a solid film . . . but more conscientious than it is truly stirring . ,3621,train,0
an instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product . ,3622,train,0
"it's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic . unfortunately , that's precisely what arthur dong's family fundamentals does . ",3623,train,0
mushes the college-friends genre ( the big chill ) together with the contrivances and overwrought emotion of soap operas . ,3624,train,0
"the pacing is glacial , the screenplay is stiff as a board , and things heat up only in the movie's final scenes . ",3625,train,0
"[davis] has a bright , chipper style that keeps things moving , while never quite managing to connect her wish-fulfilling characters to the human race . ",3626,train,0
"the movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates . ",3627,train,0
"its over-reliance on genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops . ",3628,train,0
"the lower your expectations , the more you'll enjoy it . ",3629,train,0
"a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains . . . crossroads is never much worse than bland or better than inconsequential . ",3630,train,0
"some episodes work , some don't . ",3631,train,0
"it's like every bad idea that's ever gone into an after-school special compiled in one place , minus those daytime programs' slickness and sophistication ( and who knew they even had any ? ) . ",3632,train,0
"never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction . ",3633,train,0
 . . . tackling a low-budget movie in which inexperienced children play the two main characters might not be the best way to cut your teeth in the film industry . ,3634,train,0
"the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted needn't waste their time on it . ",3635,train,0
"theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues . ",3636,train,0
"it's dumb , but more importantly , it's just not scary . ",3637,train,0
"elicits more groans from the audience than jar jar binks , scrappy doo and scooby dumb , all wrapped up into one . ",3638,train,0
"a very familiar tale , one that's been told by countless filmmakers about italian- , chinese- , irish- , latin- , indian- , russian- and other hyphenate american young men struggling to balance conflicting cultural messages . ",3639,train,0
"as it stands , there's some fine sex onscreen , and some tense arguing , but not a whole lot more . ",3640,train,0
"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits . ",3641,train,0
"city by the sea is the cinematic equivalent of defensive driving : it's careful , conscientious and makes no major mistakes . but what saves lives on the freeway does not necessarily make for persuasive viewing . ",3642,train,0
"things really get weird , though not particularly scary : the movie is all portent and no content . ",3643,train,0
"a tired , unimaginative and derivative variation of that already-shallow genre . ",3644,train,0
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely . ",3645,train,0
you can tell almost immediately that welcome to collinwood isn't going to jell . ,3646,train,0
"a boring , formulaic mix of serial killers and stalk'n'slash . ",3647,train,0
you can practically hear george orwell turning over . ,3648,train,0
"totally overwrought , deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe are the greatest musicians of all time . ",3649,train,0
a waste of fearless purity in the acting craft . ,3650,train,0
"viewers are asked so often to suspend belief that were it not for holm's performance , the film would be a total washout . ",3651,train,0
walsh can't quite negotiate the many inconsistencies in janice's behavior or compensate for them by sheer force of charm . ,3652,train,0
[sen's] soap opera-ish approach undermines his good intentions . ,3653,train,0
i wonder what the reaction of israelis will be to this supposedly evenhanded presentation . ,3654,train,0
"despite slick production values and director roger michell's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours . ",3655,train,0
admirably ambitious but self-indulgent . ,3656,train,0
parents beware ; this is downright movie penance . ,3657,train,0
"to me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy . ",3658,train,0
"some movies can get by without being funny simply by structuring the scenes as if they were jokes : a setup , delivery and payoff . stealing harvard can't even do that much . each scene immediately succumbs to gravity and plummets to earth . ",3659,train,0
enduring love but exhausting cinema . ,3660,train,0
"if only it were , well , funnier . ",3661,train,0
"helmer devito . . . attempts to do too many things in this story about ethics , payola , vice , murder , kids' tv and revenge . ",3662,train,0
visually exciting sci-fi film which suffers from a lackluster screenplay . ,3663,train,0
the timing in nearly every scene seems a half beat off . ,3664,train,0
the concept is a hoot . the trailer is a riot . the movie is a dud . ,3665,train,0
the innocence of holiday cheer ain't what it used to be . ,3666,train,0
can't seem to get anywhere near the story's center . ,3667,train,0
"scooby dooby doo / and shaggy too / you both look and sound great . / but daphne , you're too buff / fred thinks he's tough / and velma - wow , you've lost weight ! ",3668,train,0
"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ",3669,train,0
"it kinda works and qualifies as cool at times , but is just too lame to work or be cool at others . ",3670,train,0
credibility levels are low and character development a non-starter . ,3671,train,0
"the story is also as unoriginal as they come , already having been recycled more times than i'd care to count . ",3672,train,0
about as cutting-edge as pet rock : the movie . ,3673,train,0
"an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more . ",3674,train,0
"it's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from . ",3675,train,0
it's loud and boring ; watching it is like being trapped at a bad rock concert . ,3676,train,0
"this is sandler running on empty , repeating what he's already done way too often . ",3677,train,0
"the only thing worse than your substandard , run-of-the-mill hollywood picture is an angst-ridden attempt to be profound . ",3678,train,0
becomes a bit of a mishmash : a tearjerker that doesn't and a thriller that won't . ,3679,train,0
as saccharine as it is disposable . ,3680,train,0
an empty shell of an epic rather than the real deal . ,3681,train,0
what you expect is just what you get . . . assuming the bar of expectations hasn't been raised above sixth-grade height . ,3682,train,0
"potty-mouthed enough for pg-13 , yet not as hilariously raunchy as south park , this strangely schizo cartoon seems suited neither to kids or adults . ",3683,train,0
"big fat liar is little more than home alone raised to a new , self-deprecating level . ",3684,train,0
"kitschy , flashy , overlong soap opera . ",3685,train,0
"kurys never shows why , of all the period's volatile romantic lives , sand and musset are worth particular attention . ",3686,train,0
these are textbook lives of quiet desperation . ,3687,train,0
the film is hampered by its predictable plot and paper-thin supporting characters . ,3688,train,0
"i realized that no matter how fantastic reign of fire looked , its story was making no sense at all . ",3689,train,0
